"","Title","Date","User","Body","Rating","Show"
"8613","Terrible change!",2012-03-10,"ddrmn1","Only one partial episode at a time, a total of 6 minutes? This is not a podcast, it is a joke. Change it back to the way it was.",5,"FreshAir"
"8614","Fafan",2012-03-10,"Mamoru's girl","Bring back full program podcasts! Why change what we all love and depend on!",1,"FreshAir"
"8615","Full Episodes, please!",2012-03-10,"fortywestfoodie","I am so confused. I'm a student. I went on spring break. I came back, and I can't download the Fresh Air episodes that I missed this week, nor can I get full episodes. This is so disappointing. I was planning to catch up on this week's episodes on my drive back to school tomorrow. Please start posting full episodes again. I understand that NPR is on a budget, but the appropriate thing to do would have been to let podcast listeners know in advance that this was going to happen if it is absolutely necessary. This is really disrespectful to listeners. I'm so disappointed!",4,"FreshAir"
"8616","Please bring back full episodes.",2012-03-11,"Mathdawg","Why change perfection?",1,"FreshAir"
"8617","What happened to Fresh Air podcasts?!!",2012-03-11,"quiltysssgg","How and why did this happen? Please share with your loyal listeners why Fresh Air is no longer available as a podcast!",1,"FreshAir"
"8618","it",2012-03-11,"romagirl","just saw a tweet. they switched subscription services and are working on fixing it.",5,"FreshAir"
"8619","What is going on???",2012-03-12,"Evilbil","Where are the podcasts?? Please bring them back!",1,"FreshAir"
"8620","NPR dropped the ball",2012-03-12,"berklyn","It's a ""dead parrot"" now that they stopped posting the interviews which was always the best part. My workaround is to go to their website and download it into iTunes and change it from music to podcast in the options menu. I don't know why they can't just post it on iTunes like they do on their website. That's the only reason I give it a one star. Maybe if everyone does this they'll get the message. It is a great podcast otherwise.",1,"FreshAir"
"8621","Where are the podcasts?",2012-03-12,"codamonday","This used to be one of my favorite podcasts. Why did you stop uploading the full broadcast?",1,"FreshAir"
"8622","What's the deal?",2012-03-12,"A boulder co","Where are all the shows?!?",1,"FreshAir"
"8623","Fresh Air podcasts",2012-03-12,"JR in Atlanta","What happened to NPR's best podcast?? Very disappointed.",1,"FreshAir"
"8624","Thank you for bringing back full episodes!",2012-03-12,"Geohul","Glad they're back.",5,"FreshAir"
"8625","She's back!",2012-03-13,"tpf1952","A few days without Fresh Air was like nuclear winter. Welcome back!",5,"FreshAir"
"8626","Thanks for adding episode info & not just the date! A real help in choosing downloads.",2012-03-13,"naples boomer","Best interviewer anywhere!",5,"FreshAir"
"8627","Make each cast a full hour!",2012-03-13,"Dadeae","This is the best podcast, period.",5,"FreshAir"
"8628","Fantastic Public Programming",2012-03-14,"bheinz","Great interviews",5,"FreshAir"
"8629","Yay!",2012-03-14,"MinneyTheMoocher","Glad each podcast is now being individually named rather then calling each one ""fresh air"" fallowed by the date. Love the show!!!!",5,"FreshAir"
"8630","Great podcast",2012-03-15,"Oldies buff","I can't say enough good things about Terry Gross and Fresh Air.",5,"FreshAir"
"8631","Excellent Book and Author Recommendations",2012-03-16,"Enunciated Piffle","Terry Gross has turned me onto some great reads like 'Whip Smart' by Melissa Febos. Her interviews are great, but I must admit I find her very 'caucasian.' Terry does an excellent job in her subject matter choices and direction of discussions. 5 Stars!",5,"FreshAir"
"8632","what happened/",2012-03-19,"AichYA","Used to get an entire show in a podcast...now it's broken in 2,3 or more segments. Can't listen seamlessly anymore. Fix please.",3,"FreshAir"
"8633","Full episodes?",2012-03-09,"RichHosford","What happened with the full episodes? One of the great things about longer podcasts is being able to turn them on and listen without having to constantly select something new every, let's say, 6 to 7 minutes. Still love the show and hate to give one star to anything related to it but please bring back the full episodes. Thanks!",1,"FreshAir"
"8634","What the heck is going on here?",2012-03-09,"Papageno50","I love Fresh Air, but when I came here expecting to find a number of episodes (or segments of episodes) available to download, I find that only the most recent one is available. What's up with that?",4,"FreshAir"
"8635","what happened to length?",2012-03-09,"4NPR","what happened to the full length podcasts?",5,"FreshAir"
"8636","Fix it fast!",2012-03-09,"Thenightmancometh14","Better fix this problem fast as you watch the ratings fall from its stellar 5 stars. Look at all the 1 and 2 stars recently.

Bring back the whole episodes!",1,"FreshAir"
"8637","PLEASE!",2012-03-10,"HCL Xiao Hong","Please bring back Fresh Air podcasts!

They were an important part of my life.",5,"FreshAir"
"8638","What the heck?!",2012-03-10,"Kidcuditoeminem","Where are the episodes?! Bring them back!!!!! Fans need their Fresh Air!",1,"FreshAir"
"8639","WHAT HAPPENED???",2012-03-10,"RobMoj","How come the podcast are less than 10 minutes now? :-(",5,"FreshAir"
"8640","Full episodes please",2012-03-10,"WarmWaterGirl","I love Fresh Air. When I wake up in the middle of the night I listen until it lulls me back to sleep. Many times I restart the next day to finish if listening cause it was so interesting.",1,"FreshAir"
"8641","Hate the new shortened format.",2012-03-10,"Delche","I love Fresh Air but I hate that the shows are now shortened and that I am unable to listen to previous episodes. Everyone write NPR and tell them you are not happy. I did.",1,"FreshAir"
"8642","I want my podcast back!",2012-03-10,"Aelgifu","Add me to the column of what the heck? Where did the full podcast go and why not keep the last few do we don't have to go in every day do down load? This is ending my listening to fresh air.",1,"FreshAir"
"8643","Full episodes, please!",2012-03-10,"Zoomer001","I want my full episodes back. This change stinks.",1,"FreshAir"
"8644","Me",2012-03-10,"chrisblick","I used to exercise to the podcasts, bring back the old format! Please!",4,"FreshAir"
"8645","WHY?????",2012-03-10,"NPR user","Why, if we love the podcasts so much, would you not put the full episodes??? It's more convenient than waiting for it on the radio. Even if you delay it by a day that wouldn't be a problem. Please give me my Fresh Air back.",5,"FreshAir"
"8646","New format stinks!",2012-03-10,"Cimmi6","Enough said",1,"FreshAir"
"8647","What going on?",2012-03-10,"terrryguy","Who made the (very) bad decision to reduce the Fresh Air podcast to a shell of its former self? Is this part of a larger plan to force the public radio listening audience to pay TWICE for content? It's a terrible idea and will only serve to alienate Terry's core audience. Join me in writing to WHYY to ask them to post the complete podcast and to put up more episodes.",1,"FreshAir"
"8648","What the hell is wrong with you people?",2012-03-10,"Mr Jumpy Jump","The old format was great. I've listened to just about every episode on iTunes since I started downloading podcasts 4 or 5 years ago. This change is awful. Please bring back the old format.",1,"FreshAir"
